ID,filename.x,TYPE,BOX_AND_CODE,STATE,fullest_code,type_branch,rep,cluster,Region,zip_code
Vicky2.f12.387.A9B.mzXML.Peak.area,Vicky2-f12-387-A9B.mzXML,isolate,387-A9,CA,Vicky2-f12-387-A9B,branch_v,b,clu6_5,West,92675
Vicky2.f3.390.E1A.mzXML.Peak.area,Vicky2-f3-390-E1A.mzXML,isolate,390-E1,NM,Vicky2-f3-390-E1A,branch_v,a,clu6_5,Southwest,87108
Vicky2.f3.390.E1B.mzXML.Peak.area,Vicky2-f3-390-E1B.mzXML,isolate,390-E1,NM,Vicky2-f3-390-E1B,branch_v,b,clu6_5,Southwest,87108
Vicky2.f5.362.C3A.mzXML.Peak.area,Vicky2-f5-362-C3A.mzXML,isolate,362-C3,UT,Vicky2-f5-362-C3A,branch_v,a,clu6_2,Southwest,84088
Vicky2.f5.362.C3B.mzXML.Peak.area,Vicky2-f5-362-C3B.mzXML,isolate,362-C3,UT,Vicky2-f5-362-C3B,branch_v,b,clu6_2,Southwest,84088
Vicky2.f6.333.A8A.mzXML.Peak.area,Vicky2-f6-333-A8A.mzXML,isolate,333-A8,AZ,Vicky2-f6-333-A8A,branch_v,a,clu6_5,Southwest,85013
Vicky2.f6.333.A8B.mzXML.Peak.area,Vicky2-f6-333-A8B.mzXML,isolate,333-A8,AZ,Vicky2-f6-333-A8B,branch_v,b,clu6_5,Southwest,85013
Vicky2.f7.359.B7A.mzXML.Peak.area,Vicky2-f7-359-B7A.mzXML,isolate,359-B7,CA,Vicky2-f7-359-B7A,branch_v,a,clu6_5,West,93065
Vicky2.f7.359.B7B.mzXML.Peak.area,Vicky2-f7-359-B7B.mzXML,isolate,359-B7,CA,Vicky2-f7-359-B7B,branch_v,b,clu6_5,West,93065
Vicky2.f8.365.G7A.mzXML.Peak.area,Vicky2-f8-365-G7A.mzXML,isolate,365-G7,CA,Vicky2-f8-365-G7A,branch_v,a,clu6_5,West,92505
Vicky2.f8.365.G7B.mzXML.Peak.area,Vicky2-f8-365-G7B.mzXML,isolate,365-G7,CA,Vicky2-f8-365-G7B,branch_v,b,clu6_5,West,92505
Vicky2.f9.347.B1A.mzXML.Peak.area,Vicky2-f9-347-B1A.mzXML,isolate,347-B1,CA,Vicky2-f9-347-B1A,branch_v,a,clu6_5,West,92373
Vicky2.f9.347.B1B.mzXML.Peak.area,Vicky2-f9-347-B1B.mzXML,isolate,347-B1,CA,Vicky2-f9-347-B1B,branch_v,b,clu6_5,West,92373
Vicky2.g1.296.H5A.mzXML.Peak.area,Vicky2-g1-296-H5A.mzXML,isolate,296-H5,UT,Vicky2-g1-296-H5A,branch_v,a,clu6_4,Southwest,84041
Vicky2.g1.296.H5B.mzXML.Peak.area,Vicky2-g1-296-H5B.mzXML,isolate,296-H5,UT,Vicky2-g1-296-H5B,branch_v,b,clu6_4,Southwest,84041
Vicky2.g11.267.F12A.mzXML.Peak.area,Vicky2-g11-267-F12A.mzXML,isolate,267-F12,UT,Vicky2-g11-267-F12A,branch_v,a,clu6_4,Southwest,84321
Vicky2.g11.267.F12B.mzXML.Peak.area,Vicky2-g11-267-F12B.mzXML,isolate,267-F12,UT,Vicky2-g11-267-F12B,branch_v,b,clu6_4,Southwest,84321
Vicky2.g12.149.A5A.mzXML.Peak.area,Vicky2-g12-149-A5A.mzXML,isolate,149-A5,CO,Vicky2-g12-149-A5A,branch_v,a,clu6_4,Southwest,80004
Vicky2.g12.149.A5B.mzXML.Peak.area,Vicky2-g12-149-A5B.mzXML,isolate,149-A5,CO,Vicky2-g12-149-A5B,branch_v,b,clu6_4,Southwest,80004
Vicky2.g5.323.A8A.mzXML.Peak.area,Vicky2-g5-323-A8A.mzXML,isolate,323-A8,WA,Vicky2-g5-323-A8A,branch_v,a,clu6_2,Northwest,99166
Vicky2.g5.323.A8B.mzXML.Peak.area,Vicky2-g5-323-A8B.mzXML,isolate,323-A8,WA,Vicky2-g5-323-A8B,branch_v,b,clu6_2,Northwest,99166
Vicky2.g6.356.F7A.mzXML.Peak.area,Vicky2-g6-356-F7A.mzXML,isolate,356-F7,ID,Vicky2-g6-356-F7A,branch_v,a,clu6_4,Northwest,83669
Vicky2.g6.356.F7B.mzXML.Peak.area,Vicky2-g6-356-F7B.mzXML,isolate,356-F7,ID,Vicky2-g6-356-F7B,branch_v,b,clu6_4,Northwest,83669
Vicky2.g7.390.D4A.mzXML.Peak.area,Vicky2-g7-390-D4A.mzXML,isolate,390-D4,CA,Vicky2-g7-390-D4A,branch_v,a,clu6_4,West,92629
Vicky2.g7.390.D4B.mzXML.Peak.area,Vicky2-g7-390-D4B.mzXML,isolate,390-D4,CA,Vicky2-g7-390-D4B,branch_v,b,clu6_4,West,92629
Vicky2.g8.348.B5A.mzXML.Peak.area,Vicky2-g8-348-B5A.mzXML,isolate,348-B5,CA,Vicky2-g8-348-B5A,branch_v,a,clu6_5,West,95110
Vicky2.g8.348.B5B.mzXML.Peak.area,Vicky2-g8-348-B5B.mzXML,isolate,348-B5,CA,Vicky2-g8-348-B5B,branch_v,b,clu6_5,West,95110
Vicky2.g9.423.E8A.mzXML.Peak.area,Vicky2-g9-423-E8A.mzXML,isolate,423-E8,NV,Vicky2-g9-423-E8A,branch_v,a,clu6_5,West,89501
Vicky2.g9.423.E8B.mzXML.Peak.area,Vicky2-g9-423-E8B.mzXML,isolate,423-E8,NV,Vicky2-g9-423-E8B,branch_v,b,clu6_5,West,89501
Vicky2.h1.310.A12A.mzXML.Peak.area,Vicky2-h1-310-A12A.mzXML,isolate,310-A12,AZ,Vicky2-h1-310-A12A,branch_v,a,clu6_5,Southwest,85086
Vicky2.h1.310.A12B.mzXML.Peak.area,Vicky2-h1-310-A12B.mzXML,isolate,310-A12,AZ,Vicky2-h1-310-A12B,branch_v,b,clu6_5,Southwest,85086
Vicky2.h6.326.C4A.mzXML.Peak.area,Vicky2-h6-326-C4A.mzXML,isolate,326-C4,NV,Vicky2-h6-326-C4A,branch_v,b,clu6_5,West,89436
Vicky2.h6.326.C4B.mzXML.Peak.area,Vicky2-h6-326-C4B.mzXML,isolate,326-C4,NV,Vicky2-h6-326-C4B,branch_v,a,clu6_5,West,89436
Vicky2.h7.358.H1A.mzXML.Peak.area,Vicky2-h7-358-H1A.mzXML,isolate,358-H1,OR,Vicky2-h7-358-H1A,branch_v,b,clu6_4,Northwest,97470
Vicky2.h7.358.H1B.mzXML.Peak.area,Vicky2-h7-358-H1B.mzXML,isolate,358-H1,OR,Vicky2-h7-358-H1B,branch_v,a,clu6_4,Northwest,97470
Vicky2.h8.315.H8A.mzXML.Peak.area,Vicky2-h8-315-H8A.mzXML,isolate,315-H8,CO,Vicky2-h8-315-H8A,branch_v,b,clu6_4,Southwest,81101
Vicky2.h8.315.H8B.mzXML.Peak.area,Vicky2-h8-315-H8B.mzXML,isolate,315-H8,CO,Vicky2-h8-315-H8B,branch_v,a,clu6_4,Southwest,81101
Vicky3.a4.385.D2A.mzXML.Peak.area,Vicky3-a4-385-D2A.mzXML,isolate,385-D2,UT,Vicky3-a4-385-D2A,branch_v,a,clu6_4,Southwest,84339
Vicky3.a4.385.D2B.mzXML.Peak.area,Vicky3-a4-385-D2B.mzXML,isolate,385-D2,UT,Vicky3-a4-385-D2B,branch_v,b,clu6_4,Southwest,84339
Vicky3.a9.263.C1A.mzXML.Peak.area,Vicky3-a9-263-C1A.mzXML,isolate,263-C1,CA,Vicky3-a9-263-C1A,branch_v,a,clu6_2,West,92673
Vicky3.a9.263.C1B.mzXML.Peak.area,Vicky3-a9-263-C1B.mzXML,isolate,263-C1,CA,Vicky3-a9-263-C1B,branch_v,b,clu6_2,West,92673
Vicky3.b4.356.B9A.mzXML.Peak.area,Vicky3-b4-356-B9A.mzXML,isolate,356-B9,UT,Vicky3-b4-356-B9A,branch_v,a,clu6_4,Southwest,84042
Vicky3.b4.356.B9B.mzXML.Peak.area,Vicky3-b4-356-B9B.mzXML,isolate,356-B9,UT,Vicky3-b4-356-B9B,branch_v,b,clu6_4,Southwest,84042
Vicky1.a1.101.H7A.mzXML.Peak.area,Vicky1-a1-101-H7A.mzXML,isolate,101-H7,SC,Vicky1-a1-101-H7A,branch_u,a,clu6_1,Southeast,29203
Vicky1.a1.101.H7B.mzXML.Peak.area,Vicky1-a1-101-H7B.mzXML,isolate,101-H7,SC,Vicky1-a1-101-H7B,branch_u,b,clu6_1,Southeast,29203
Vicky1.a10.183.H4A.mzXML.Peak.area,Vicky1-a10-183-H4A.mzXML,isolate,183-H4,SD,Vicky1-a10-183-H4A,branch_u,a,clu6_1,West North Central,57401
Vicky1.a10.183.H4B.mzXML.Peak.area,Vicky1-a10-183-H4B.mzXML,isolate,183-H4,SD,Vicky1-a10-183-H4B,branch_u,b,clu6_1,West North Central,57401
Vicky1.a11.177.E6A.mzXML.Peak.area,Vicky1-a11-177-E6A.mzXML,isolate,177-E6,OK,Vicky1-a11-177-E6A,branch_u,a,clu6_1,South,73111
Vicky1.a11.177.E6B.mzXML.Peak.area,Vicky1-a11-177-E6B.mzXML,isolate,177-E6,OK,Vicky1-a11-177-E6B,branch_u,b,clu6_1,South,73111
Vicky1.a12.260.D5A.mzXML.Peak.area,Vicky1-a12-260-D5A.mzXML,isolate,260-D5,CA,Vicky1-a12-260-D5A,branch_u,a,clu6_1,West,92629
Vicky1.a12.260.D5B.mzXML.Peak.area,Vicky1-a12-260-D5B.mzXML,isolate,260-D5,CA,Vicky1-a12-260-D5B,branch_u,b,clu6_1,West,92629
Vicky1.a2.177.E1A.mzXML.Peak.area,Vicky1-a2-177-E1A.mzXML,isolate,177-E1,OK,Vicky1-a2-177-E1A,branch_u,a,clu6_2,South,73111
Vicky1.a2.177.E1B.mzXML.Peak.area,Vicky1-a2-177-E1B.mzXML,isolate,177-E1,OK,Vicky1-a2-177-E1B,branch_u,b,clu6_1,South,73111
Vicky1.a3.152.B2A.mzXML.Peak.area,Vicky1-a3-152-B2A.mzXML,isolate,152-B2,CA,Vicky1-a3-152-B2A,branch_u,a,clu6_1,West,94568
Vicky1.a3.152.B2B.mzXML.Peak.area,Vicky1-a3-152-B2B.mzXML,isolate,152-B2,CA,Vicky1-a3-152-B2B,branch_u,b,clu6_1,West,94568
Vicky1.a4.139.F1A.mzXML.Peak.area,Vicky1-a4-139-F1A.mzXML,isolate,139-F1,NM,Vicky1-a4-139-F1A,branch_u,a,clu6_1,Southwest,87121
Vicky1.a4.139.F1B.mzXML.Peak.area,Vicky1-a4-139-F1B.mzXML,isolate,139-F1,NM,Vicky1-a4-139-F1B,branch_u,b,clu6_1,Southwest,87121
Vicky1.a5.145.B9A.mzXML.Peak.area,Vicky1-a5-145-B9A.mzXML,isolate,145-B9,TX,Vicky1-a5-145-B9A,branch_u,a,clu6_1,South,79934
Vicky1.a5.145.B9B.mzXML.Peak.area,Vicky1-a5-145-B9B.mzXML,isolate,145-B9,TX,Vicky1-a5-145-B9B,branch_u,b,clu6_1,South,79934
Vicky1.a6.177.E5A.mzXML.Peak.area,Vicky1-a6-177-E5A.mzXML,isolate,177-E5,OK,Vicky1-a6-177-E5A,branch_u,a,clu6_1,South,73111
Vicky1.a6.177.E5B.mzXML.Peak.area,Vicky1-a6-177-E5B.mzXML,isolate,177-E5,OK,Vicky1-a6-177-E5B,branch_u,b,clu6_1,South,73111
Vicky1.a7.180.B10A.mzXML.Peak.area,Vicky1-a7-180-B10A.mzXML,isolate,180-B10,CA,Vicky1-a7-180-B10A,branch_u,a,clu6_1,West,95817
Vicky1.a7.180.B10B.mzXML.Peak.area,Vicky1-a7-180-B10B.mzXML,isolate,180-B10,CA,Vicky1-a7-180-B10B,branch_u,b,clu6_1,West,95817
Vicky1.a8.185.D9A.mzXML.Peak.area,Vicky1-a8-185-D9A.mzXML,isolate,185-D9,MA,Vicky1-a8-185-D9A,branch_u,a,clu6_1,Northeast,2126
Vicky1.a8.185.D9B.mzXML.Peak.area,Vicky1-a8-185-D9B.mzXML,isolate,185-D9,MA,Vicky1-a8-185-D9B,branch_u,b,clu6_1,Northeast,2126
Vicky1.a9.180.B9A.mzXML.Peak.area,Vicky1-a9-180-B9A.mzXML,isolate,180-B9,CA,Vicky1-a9-180-B9A,branch_u,a,clu6_1,West,95817
Vicky1.a9.180.B9B.mzXML.Peak.area,Vicky1-a9-180-B9B.mzXML,isolate,180-B9,CA,Vicky1-a9-180-B9B,branch_u,b,clu6_1,West,95817
Vicky1.b1.197.B1A.mzXML.Peak.area,Vicky1-b1-197-B1A.mzXML,isolate,197-B1,OH,Vicky1-b1-197-B1A,branch_u,a,clu6_1,Central,43440
Vicky1.b1.197.B1B.mzXML.Peak.area,Vicky1-b1-197-B1B.mzXML,isolate,197-B1,OH,Vicky1-b1-197-B1B,branch_u,b,clu6_1,Central,43440
Vicky1.b10.167.A11A.mzXML.Peak.area,Vicky1-b10-167-A11A.mzXML,isolate,167-A11,CA,Vicky1-b10-167-A11A,branch_u,a,clu6_1,West,92841
Vicky1.b10.167.A11B.mzXML.Peak.area,Vicky1-b10-167-A11B.mzXML,isolate,167-A11,CA,Vicky1-b10-167-A11B,branch_u,b,clu6_1,West,92841
Vicky1.b11.173.C6A.mzXML.Peak.area,Vicky1-b11-173-C6A.mzXML,isolate,173-C6,CA,Vicky1-b11-173-C6A,branch_u,a,clu6_1,West,95817
Vicky1.b11.173.C6B.mzXML.Peak.area,Vicky1-b11-173-C6B.mzXML,isolate,173-C6,CA,Vicky1-b11-173-C6B,branch_u,b,clu6_1,West,95817
Vicky1.b12.175.F4A.mzXML.Peak.area,Vicky1-b12-175-F4A.mzXML,isolate,175-F4,MN,Vicky1-b12-175-F4A,branch_u,a,clu6_1,East North Central,55304
Vicky1.b12.175.F4B.mzXML.Peak.area,Vicky1-b12-175-F4B.mzXML,isolate,175-F4,MN,Vicky1-b12-175-F4B,branch_u,b,clu6_1,East North Central,55304
Vicky1.b2.157.F2A.mzXML.Peak.area,Vicky1-b2-157-F2A.mzXML,isolate,157-F2,CA,Vicky1-b2-157-F2A,branch_u,a,clu6_2,West,92129
Vicky1.b2.157.F2B.mzXML.Peak.area,Vicky1-b2-157-F2B.mzXML,isolate,157-F2,CA,Vicky1-b2-157-F2B,branch_u,b,clu6_2,West,92129
Vicky1.b3.239.G9A.mzXML.Peak.area,Vicky1-b3-239-G9A.mzXML,isolate,239-G9,WA,Vicky1-b3-239-G9A,branch_u,a,clu6_1,Northwest,99353
Vicky1.b3.239.G9B.mzXML.Peak.area,Vicky1-b3-239-G9B.mzXML,isolate,239-G9,WA,Vicky1-b3-239-G9B,branch_u,b,clu6_1,Northwest,99353
Vicky1.b4.239.D12A.mzXML.Peak.area,Vicky1-b4-239-D12A.mzXML,isolate,239-D12,TX,Vicky1-b4-239-D12A,branch_u,a,clu6_1,South,78734
Vicky1.b4.239.D12B.mzXML.Peak.area,Vicky1-b4-239-D12B.mzXML,isolate,239-D12,TX,Vicky1-b4-239-D12B,branch_u,b,clu6_1,South,78734
Vicky1.b5.260.C1A.mzXML.Peak.area,Vicky1-b5-260-C1A.mzXML,isolate,260-C1,CA,Vicky1-b5-260-C1A,branch_u,a,clu6_1,West,92694
Vicky1.b5.260.C1B.mzXML.Peak.area,Vicky1-b5-260-C1B.mzXML,isolate,260-C1,CA,Vicky1-b5-260-C1B,branch_u,b,clu6_1,West,92694
Vicky1.b6.197.D9A.mzXML.Peak.area,Vicky1-b6-197-D9A.mzXML,isolate,197-D9,UT,Vicky1-b6-197-D9A,branch_u,a,clu6_1,Southwest,84758
Vicky1.b6.197.D9B.mzXML.Peak.area,Vicky1-b6-197-D9B.mzXML,isolate,197-D9,UT,Vicky1-b6-197-D9B,branch_u,b,clu6_1,Southwest,84758
Vicky1.b7.199.A7A.mzXML.Peak.area,Vicky1-b7-199-A7A.mzXML,isolate,199-A7,AZ,Vicky1-b7-199-A7A,branch_u,a,clu6_1,Southwest,85280
Vicky1.b7.199.A7B.mzXML.Peak.area,Vicky1-b7-199-A7B.mzXML,isolate,199-A7,AZ,Vicky1-b7-199-A7B,branch_u,b,clu6_1,Southwest,85280
Vicky1.b8.201.E4A.mzXML.Peak.area,Vicky1-b8-201-E4A.mzXML,isolate,201-E4,FL,Vicky1-b8-201-E4A,branch_u,a,clu6_1,Southeast,33993
Vicky1.b8.201.E4B.mzXML.Peak.area,Vicky1-b8-201-E4B.mzXML,isolate,201-E4,FL,Vicky1-b8-201-E4B,branch_u,b,clu6_1,Southeast,33993
Vicky1.b9.194.H4A.mzXML.Peak.area,Vicky1-b9-194-H4A.mzXML,isolate,194-H4,UT,Vicky1-b9-194-H4A,branch_u,a,clu6_2,Southwest,84758
Vicky1.b9.194.H4B.mzXML.Peak.area,Vicky1-b9-194-H4B.mzXML,isolate,194-H4,UT,Vicky1-b9-194-H4B,branch_u,b,clu6_1,Southwest,84758
Vicky1.c11.165.C11A.mzXML.Peak.area,Vicky1-c11-165-C11A.mzXML,isolate,165-C11,KS,Vicky1-c11-165-C11A,branch_u,a,clu6_1,South,66402
Vicky1.c11.165.C11B.mzXML.Peak.area,Vicky1-c11-165-C11B.mzXML,isolate,165-C11,KS,Vicky1-c11-165-C11B,branch_u,b,clu6_1,South,66402
Vicky1.c12.134.D5A.mzXML.Peak.area,Vicky1-c12-134-D5A.mzXML,isolate,134-D5,NM,Vicky1-c12-134-D5A,branch_u,a,clu6_1,Southwest,87105
Vicky1.c12.134.D5B.mzXML.Peak.area,Vicky1-c12-134-D5B.mzXML,isolate,134-D5,NM,Vicky1-c12-134-D5B,branch_u,b,clu6_1,Southwest,87105
Vicky1.c6.310.G10A.mzXML.Peak.area,Vicky1-c6-310-G10A.mzXML,isolate,310-G10,OK,Vicky1-c6-310-G10A,branch_u,a,clu6_1,South,73119
Vicky1.c6.310.G10B.mzXML.Peak.area,Vicky1-c6-310-G10B.mzXML,isolate,310-G10,OK,Vicky1-c6-310-G10B,branch_u,b,clu6_1,South,73119
Vicky1.c7.316.E2A.mzXML.Peak.area,Vicky1-c7-316-E2A.mzXML,isolate,316-E2,NV,Vicky1-c7-316-E2A,branch_u,a,clu6_1,West,89406
Vicky1.c7.316.E2B.mzXML.Peak.area,Vicky1-c7-316-E2B.mzXML,isolate,316-E2,NV,Vicky1-c7-316-E2B,branch_u,b,clu6_1,West,89406
Vicky1.c8.148.E3A.mzXML.Peak.area,Vicky1-c8-148-E3A.mzXML,isolate,148-E3,MT,Vicky1-c8-148-E3A,branch_u,a,clu6_1,West North Central,59601
Vicky1.c8.148.E3B.mzXML.Peak.area,Vicky1-c8-148-E3B.mzXML,isolate,148-E3,MT,Vicky1-c8-148-E3B,branch_u,b,clu6_1,West North Central,59601
Vicky1.c9.136.B12A.mzXML.Peak.area,Vicky1-c9-136-B12A.mzXML,isolate,136-B12,CO,Vicky1-c9-136-B12A,branch_u,a,clu6_1,Southwest,80221
Vicky1.c9.136.B12B.mzXML.Peak.area,Vicky1-c9-136-B12B.mzXML,isolate,136-B12,CO,Vicky1-c9-136-B12B,branch_u,b,clu6_1,Southwest,80221
Vicky1.d12.253.G9A.mzXML.Peak.area,Vicky1-d12-253-G9A.mzXML,isolate,253-G9,MN,Vicky1-d12-253-G9A,branch_u,a,clu6_1,East North Central,56601
Vicky1.d12.253.G9B.mzXML.Peak.area,Vicky1-d12-253-G9B.mzXML,isolate,253-G9,MN,Vicky1-d12-253-G9B,branch_u,b,clu6_1,East North Central,56601
Vicky1.d4.307.C11A.mzXML.Peak.area,Vicky1-d4-307-C11A.mzXML,isolate,307-C11,CA,Vicky1-d4-307-C11A,branch_u,a,clu6_1,West,95125
Vicky1.d4.307.C11B.mzXML.Peak.area,Vicky1-d4-307-C11B.mzXML,isolate,307-C11,CA,Vicky1-d4-307-C11B,branch_u,b,clu6_1,West,95125
Vicky1.d5.280.A8A.mzXML.Peak.area,Vicky1-d5-280-A8A.mzXML,isolate,280-A8,CA,Vicky1-d5-280-A8A,branch_u,a,clu6_1,West,92570
Vicky1.d5.280.A8B.mzXML.Peak.area,Vicky1-d5-280-A8B.mzXML,isolate,280-A8,CA,Vicky1-d5-280-A8B,branch_u,b,clu6_1,West,92570
Vicky1.d6.306.B5A.mzXML.Peak.area,Vicky1-d6-306-B5A.mzXML,isolate,306-B5,AZ,Vicky1-d6-306-B5A,branch_u,a,clu6_2,Southwest,85255
Vicky1.d6.306.B5B.mzXML.Peak.area,Vicky1-d6-306-B5B.mzXML,isolate,306-B5,AZ,Vicky1-d6-306-B5B,branch_u,b,clu6_2,Southwest,85255
Vicky1.d7.170.E12A.mzXML.Peak.area,Vicky1-d7-170-E12A.mzXML,isolate,170-E12,UT,Vicky1-d7-170-E12A,branch_u,a,clu6_1,Southwest,84070
Vicky1.d7.170.E12B.mzXML.Peak.area,Vicky1-d7-170-E12B.mzXML,isolate,170-E12,UT,Vicky1-d7-170-E12B,branch_u,b,clu6_1,Southwest,84070
Vicky1.d8.316.E1A.mzXML.Peak.area,Vicky1-d8-316-E1A.mzXML,isolate,316-E1,NV,Vicky1-d8-316-E1A,branch_u,a,clu6_1,West,89406
Vicky1.d8.316.E1B.mzXML.Peak.area,Vicky1-d8-316-E1B.mzXML,isolate,316-E1,NV,Vicky1-d8-316-E1B,branch_u,b,clu6_1,West,89406
Vicky1.d9.268.A6A.mzXML.Peak.area,Vicky1-d9-268-A6A.mzXML,isolate,268-A6,CA,Vicky1-d9-268-A6A,branch_u,a,clu6_2,West,92675
Vicky1.d9.268.A6B.mzXML.Peak.area,Vicky1-d9-268-A6B.mzXML,isolate,268-A6,CA,Vicky1-d9-268-A6B,branch_u,b,clu6_2,West,92675
Vicky1.e1.263.C2A.mzXML.Peak.area,Vicky1-e1-263-C2A.mzXML,isolate,263-C2,CA,Vicky1-e1-263-C2A,branch_u,a,clu6_1,West,92673
Vicky1.e1.263.C2B.mzXML.Peak.area,Vicky1-e1-263-C2B.mzXML,isolate,263-C2,CA,Vicky1-e1-263-C2B,branch_u,b,clu6_1,West,92673
Vicky1.e10.159.E5A.mzXML.Peak.area,Vicky1-e10-159-E5A.mzXML,isolate,159-E5,NM,Vicky1-e10-159-E5A,branch_u,a,clu6_1,Southwest,87701
Vicky1.e10.159.E5B.mzXML.Peak.area,Vicky1-e10-159-E5B.mzXML,isolate,159-E5,NM,Vicky1-e10-159-E5B,branch_u,b,clu6_1,Southwest,87701
Vicky1.e11.267.B12A.mzXML.Peak.area,Vicky1-e11-267-B12A.mzXML,isolate,267-B12,UT,Vicky1-e11-267-B12A,branch_u,a,clu6_1,Southwest,84321
Vicky1.e11.267.B12B.mzXML.Peak.area,Vicky1-e11-267-B12B.mzXML,isolate,267-B12,UT,Vicky1-e11-267-B12B,branch_u,b,clu6_1,Southwest,84321
Vicky1.e2.307.A3A.mzXML.Peak.area,Vicky1-e2-307-A3A.mzXML,isolate,307-A3,MO,Vicky1-e2-307-A3A,branch_u,a,clu6_1,Central,64015
Vicky1.e2.307.A3B.mzXML.Peak.area,Vicky1-e2-307-A3B.mzXML,isolate,307-A3,MO,Vicky1-e2-307-A3B,branch_u,b,clu6_1,Central,64015
Vicky1.e3.279.H6A.mzXML.Peak.area,Vicky1-e3-279-H6A.mzXML,isolate,279-H6,WA,Vicky1-e3-279-H6A,branch_u,a,clu6_1,Northwest,99125
Vicky1.e3.279.H6B.mzXML.Peak.area,Vicky1-e3-279-H6B.mzXML,isolate,279-H6,WA,Vicky1-e3-279-H6B,branch_u,b,clu6_1,Northwest,99125
Vicky1.e4.275.C3A.mzXML.Peak.area,Vicky1-e4-275-C3A.mzXML,isolate,275-C3,MO,Vicky1-e4-275-C3A,branch_u,a,clu6_1,Central,64015
Vicky1.e4.275.C3B.mzXML.Peak.area,Vicky1-e4-275-C3B.mzXML,isolate,275-C3,MO,Vicky1-e4-275-C3B,branch_u,b,clu6_1,Central,64015
Vicky1.e5.239.D10A.mzXML.Peak.area,Vicky1-e5-239-D10A.mzXML,isolate,239-D10,TX,Vicky1-e5-239-D10A,branch_u,a,clu6_1,South,78734
Vicky1.e5.239.D10B.mzXML.Peak.area,Vicky1-e5-239-D10B.mzXML,isolate,239-D10,TX,Vicky1-e5-239-D10B,branch_u,b,clu6_1,South,78734
Vicky1.e6.272.A11A.mzXML.Peak.area,Vicky1-e6-272-A11A.mzXML,isolate,272-A11,CA,Vicky1-e6-272-A11A,branch_u,a,clu6_1,West,91351
Vicky1.e6.272.A11B.mzXML.Peak.area,Vicky1-e6-272-A11B.mzXML,isolate,272-A11,CA,Vicky1-e6-272-A11B,branch_u,b,clu6_1,West,91351
