ID,filename.x,TYPE,BOX_AND_CODE,STATE,fullest_code,type_branch,rep,cluster,Region,zip_code
Vicky1.e7.282.E10A.mzXML.Peak.area,Vicky1-e7-282-E10A.mzXML,isolate,282-E10,MD,Vicky1-e7-282-E10A,branch_u,a,clu6_1,Northeast,21219
Vicky1.e7.282.E10B.mzXML.Peak.area,Vicky1-e7-282-E10B.mzXML,isolate,282-E10,MD,Vicky1-e7-282-E10B,branch_u,b,clu6_1,Northeast,21219
Vicky1.e8.155.E5A.mzXML.Peak.area,Vicky1-e8-155-E5A.mzXML,isolate,155-E5,CA,Vicky1-e8-155-E5A,branch_u,a,clu6_1,West,95123
Vicky1.e8.155.E5B.mzXML.Peak.area,Vicky1-e8-155-E5B.mzXML,isolate,155-E5,CA,Vicky1-e8-155-E5B,branch_u,b,clu6_1,West,95123
Vicky1.e9.266.H2A.mzXML.Peak.area,Vicky1-e9-266-H2A.mzXML,isolate,266-H2,CA,Vicky1-e9-266-H2A,branch_u,a,clu6_1,West,92675
Vicky1.e9.266.H2B.mzXML.Peak.area,Vicky1-e9-266-H2B.mzXML,isolate,266-H2,CA,Vicky1-e9-266-H2B,branch_u,b,clu6_1,West,92675
Vicky1.f10.241.F8A.mzXML.Peak.area,Vicky1-f10-241-F8A.mzXML,isolate,241-F8,MN,Vicky1-f10-241-F8A,branch_u,a,clu6_1,East North Central,55417
Vicky1.f10.241.F8B.mzXML.Peak.area,Vicky1-f10-241-F8B.mzXML,isolate,241-F8,MN,Vicky1-f10-241-F8B,branch_u,b,clu6_1,East North Central,55417
Vicky1.f11.262.B7A.mzXML.Peak.area,Vicky1-f11-262-B7A.mzXML,isolate,262-B7,CA,Vicky1-f11-262-B7A,branch_u,a,clu6_1,West,92624
Vicky1.f11.262.B7B.mzXML.Peak.area,Vicky1-f11-262-B7B.mzXML,isolate,262-B7,CA,Vicky1-f11-262-B7B,branch_u,b,clu6_1,West,92624
Vicky1.f12.319.E8A.mzXML.Peak.area,Vicky1-f12-319-E8A.mzXML,isolate,319-E8,CT,Vicky1-f12-319-E8A,branch_u,a,clu6_1,Northeast,6902
Vicky1.f12.319.E8B.mzXML.Peak.area,Vicky1-f12-319-E8B.mzXML,isolate,319-E8,CT,Vicky1-f12-319-E8B,branch_u,b,clu6_1,Northeast,6902
Vicky1.f2.337.A5A.mzXML.Peak.area,Vicky1-f2-337-A5A.mzXML,isolate,337-A5,AZ,Vicky1-f2-337-A5A,branch_u,a,clu6_1,Southwest,85637
Vicky1.f2.337.A5B.mzXML.Peak.area,Vicky1-f2-337-A5B.mzXML,isolate,337-A5,AZ,Vicky1-f2-337-A5B,branch_u,b,clu6_1,Southwest,85637
Vicky1.f3.342.G4A.mzXML.Peak.area,Vicky1-f3-342-G4A.mzXML,isolate,342-G4,OK,Vicky1-f3-342-G4A,branch_u,a,clu6_1,South,74047
Vicky1.f3.342.G4B.mzXML.Peak.area,Vicky1-f3-342-G4B.mzXML,isolate,342-G4,OK,Vicky1-f3-342-G4B,branch_u,b,clu6_1,South,74047
Vicky1.f4.347.D12A.mzXML.Peak.area,Vicky1-f4-347-D12A.mzXML,isolate,347-D12,NE,Vicky1-f4-347-D12A,branch_u,a,clu6_1,West North Central,68901
Vicky1.f4.347.D12B.mzXML.Peak.area,Vicky1-f4-347-D12B.mzXML,isolate,347-D12,NE,Vicky1-f4-347-D12B,branch_u,b,clu6_1,West North Central,68901
Vicky1.f5.147.B2A.mzXML.Peak.area,Vicky1-f5-147-B2A.mzXML,isolate,147-B2,CO,Vicky1-f5-147-B2A,branch_u,a,clu6_1,Southwest,80521
Vicky1.f5.147.B2B.mzXML.Peak.area,Vicky1-f5-147-B2B.mzXML,isolate,147-B2,CO,Vicky1-f5-147-B2B,branch_u,b,clu6_1,Southwest,80521
Vicky1.f6.170.A3A.mzXML.Peak.area,Vicky1-f6-170-A3A.mzXML,isolate,170-A3,MN,Vicky1-f6-170-A3A,branch_u,a,clu6_1,East North Central,55379
Vicky1.f6.170.A3B.mzXML.Peak.area,Vicky1-f6-170-A3B.mzXML,isolate,170-A3,MN,Vicky1-f6-170-A3B,branch_u,b,clu6_1,East North Central,55379
Vicky1.f7.185.F7A.mzXML.Peak.area,Vicky1-f7-185-F7A.mzXML,isolate,185-F7,NE,Vicky1-f7-185-F7A,branch_u,a,clu6_1,West North Central,69337
Vicky1.f7.185.F7B.mzXML.Peak.area,Vicky1-f7-185-F7B.mzXML,isolate,185-F7,NE,Vicky1-f7-185-F7B,branch_u,b,clu6_1,West North Central,69337
Vicky1.f8.267.A5A.mzXML.Peak.area,Vicky1-f8-267-A5A.mzXML,isolate,267-A5,UT,Vicky1-f8-267-A5A,branch_u,a,clu6_1,Southwest,84321
Vicky1.f8.267.A5B.mzXML.Peak.area,Vicky1-f8-267-A5B.mzXML,isolate,267-A5,UT,Vicky1-f8-267-A5B,branch_u,b,clu6_1,Southwest,84321
Vicky1.f9.147.C6A.mzXML.Peak.area,Vicky1-f9-147-C6A.mzXML,isolate,147-C6,NM,Vicky1-f9-147-C6A,branch_u,a,clu6_1,Southwest,87105
Vicky1.f9.147.C6B.mzXML.Peak.area,Vicky1-f9-147-C6B.mzXML,isolate,147-C6,NM,Vicky1-f9-147-C6B,branch_u,b,clu6_1,Southwest,87105
Vicky1.g1.333.E11A.mzXML.Peak.area,Vicky1-g1-333-E11A.mzXML,isolate,333-E11,OK,Vicky1-g1-333-E11A,branch_u,a,clu6_2,South,73112
Vicky1.g1.333.E11B.mzXML.Peak.area,Vicky1-g1-333-E11B.mzXML,isolate,333-E11,OK,Vicky1-g1-333-E11B,branch_u,b,clu6_1,South,73112
Vicky1.g2.330.C2A.mzXML.Peak.area,Vicky1-g2-330-C2A.mzXML,isolate,330-C2,IL,Vicky1-g2-330-C2A,branch_u,a,clu6_1,Central,60304
Vicky1.g2.330.C2B.mzXML.Peak.area,Vicky1-g2-330-C2B.mzXML,isolate,330-C2,IL,Vicky1-g2-330-C2B,branch_u,b,clu6_1,Central,60304
Vicky1.g3.380.H8A.mzXML.Peak.area,Vicky1-g3-380-H8A.mzXML,isolate,380-H8,CA,Vicky1-g3-380-H8A,branch_u,a,clu6_1,West,90720
Vicky1.g3.380.H8B.mzXML.Peak.area,Vicky1-g3-380-H8B.mzXML,isolate,380-H8,CA,Vicky1-g3-380-H8B,branch_u,b,clu6_1,West,90720
Vicky1.g4.331.G7A.mzXML.Peak.area,Vicky1-g4-331-G7A.mzXML,isolate,331-G7,UT,Vicky1-g4-331-G7A,branch_u,a,clu6_1,Southwest,84651
Vicky1.g4.331.G7B.mzXML.Peak.area,Vicky1-g4-331-G7B.mzXML,isolate,331-G7,UT,Vicky1-g4-331-G7B,branch_u,b,clu6_1,Southwest,84651
Vicky1.g5.372.F4A.mzXML.Peak.area,Vicky1-g5-372-F4A.mzXML,isolate,372-F4,CT,Vicky1-g5-372-F4A,branch_u,a,clu6_1,Northeast,6902
Vicky1.g5.372.F4B.mzXML.Peak.area,Vicky1-g5-372-F4B.mzXML,isolate,372-F4,CT,Vicky1-g5-372-F4B,branch_u,b,clu6_1,Northeast,6902
Vicky1.g6.337.B2A.mzXML.Peak.area,Vicky1-g6-337-B2A.mzXML,isolate,337-B2,AL,Vicky1-g6-337-B2A,branch_u,a,clu6_1,Southeast,36083
Vicky1.g6.337.B2B.mzXML.Peak.area,Vicky1-g6-337-B2B.mzXML,isolate,337-B2,AL,Vicky1-g6-337-B2B,branch_u,b,clu6_1,Southeast,36083
Vicky1.g7.342.G5A.mzXML.Peak.area,Vicky1-g7-342-G5A.mzXML,isolate,342-G5,OK,Vicky1-g7-342-G5A,branch_u,a,clu6_1,South,74047
Vicky1.g7.342.G5B.mzXML.Peak.area,Vicky1-g7-342-G5B.mzXML,isolate,342-G5,OK,Vicky1-g7-342-G5B,branch_u,b,clu6_1,South,74047
Vicky1.g8.352.A7A.mzXML.Peak.area,Vicky1-g8-352-A7A.mzXML,isolate,352-A7,CA,Vicky1-g8-352-A7A,branch_u,a,clu6_1,West,92705
Vicky1.g8.352.A7B.mzXML.Peak.area,Vicky1-g8-352-A7B.mzXML,isolate,352-A7,CA,Vicky1-g8-352-A7B,branch_u,b,clu6_1,West,92705
Vicky1.g9.347.D10A.mzXML.Peak.area,Vicky1-g9-347-D10A.mzXML,isolate,347-D10,OK,Vicky1-g9-347-D10A,branch_u,a,clu6_1,South,73055
Vicky1.g9.347.D10B.mzXML.Peak.area,Vicky1-g9-347-D10B.mzXML,isolate,347-D10,OK,Vicky1-g9-347-D10B,branch_u,b,clu6_1,South,73055
Vicky1.h2.268.B1A.mzXML.Peak.area,Vicky1-h2-268-B1A.mzXML,isolate,268-B1,CA,Vicky1-h2-268-B1A,branch_u,a,clu6_1,West,92694
Vicky1.h2.268.B1B.mzXML.Peak.area,Vicky1-h2-268-B1B.mzXML,isolate,268-B1,CA,Vicky1-h2-268-B1B,branch_u,b,clu6_1,West,92694
Vicky1.h3.266.C12A.mzXML.Peak.area,Vicky1-h3-266-C12A.mzXML,isolate,266-C12,CA,Vicky1-h3-266-C12A,branch_u,a,clu6_1,West,92694
Vicky1.h3.266.C12B.mzXML.Peak.area,Vicky1-h3-266-C12B.mzXML,isolate,266-C12,CA,Vicky1-h3-266-C12B,branch_u,b,clu6_1,West,92694
Vicky1.h6.133.H4A.mzXML.Peak.area,Vicky1-h6-133-H4A.mzXML,isolate,133-H4,TX,Vicky1-h6-133-H4A,branch_u,a,clu6_1,South,79928
Vicky1.h6.133.H4B.mzXML.Peak.area,Vicky1-h6-133-H4B.mzXML,isolate,133-H4,TX,Vicky1-h6-133-H4B,branch_u,b,clu6_1,South,79928
Vicky1.h7.349.G2A.mzXML.Peak.area,Vicky1-h7-349-G2A.mzXML,isolate,349-G2,TX,Vicky1-h7-349-G2A,branch_u,a,clu6_1,South,77511
Vicky1.h7.349.G2B.mzXML.Peak.area,Vicky1-h7-349-G2B.mzXML,isolate,349-G2,TX,Vicky1-h7-349-G2B,branch_u,b,clu6_1,South,77511
Vicky1.h8.346.A6A.mzXML.Peak.area,Vicky1-h8-346-A6A.mzXML,isolate,346-A6,AZ,Vicky1-h8-346-A6A,branch_u,a,clu6_1,Southwest,85006
Vicky1.h8.346.A6B.mzXML.Peak.area,Vicky1-h8-346-A6B.mzXML,isolate,346-A6,AZ,Vicky1-h8-346-A6B,branch_u,b,clu6_1,Southwest,85006
Vicky2.a2.386.A2A.mzXML.Peak.area,Vicky2-a2-386-A2A.mzXML,isolate,386-A2,UT,Vicky2-a2-386-A2A,branch_u,a,clu6_1,Southwest,84321
Vicky2.a2.386.A2B.mzXML.Peak.area,Vicky2-a2-386-A2B.mzXML,isolate,386-A2,UT,Vicky2-a2-386-A2B,branch_u,b,clu6_1,Southwest,84321
Vicky2.a3.404.B10A.mzXML.Peak.area,Vicky2-a3-404-B10A.mzXML,isolate,404-B10,NC,Vicky2-a3-404-B10A,branch_u,a,clu6_1,Southeast,27012
Vicky2.a3.404.B10B.mzXML.Peak.area,Vicky2-a3-404-B10B.mzXML,isolate,404-B10,NC,Vicky2-a3-404-B10B,branch_u,b,clu6_1,Southeast,27012
Vicky2.a4.396.C10A.mzXML.Peak.area,Vicky2-a4-396-C10A.mzXML,isolate,396-C10,WY,Vicky2-a4-396-C10A,branch_u,a,clu6_1,West North Central,82054
Vicky2.a4.396.C10B.mzXML.Peak.area,Vicky2-a4-396-C10B.mzXML,isolate,396-C10,WY,Vicky2-a4-396-C10B,branch_u,b,clu6_1,West North Central,82054
Vicky2.a7.353.E9A.mzXML.Peak.area,Vicky2-a7-353-E9A.mzXML,isolate,353-E9,MT,Vicky2-a7-353-E9A,branch_u,a,clu6_1,West North Central,59054
Vicky2.a7.353.E9B.mzXML.Peak.area,Vicky2-a7-353-E9B.mzXML,isolate,353-E9,MT,Vicky2-a7-353-E9B,branch_u,b,clu6_1,West North Central,59054
Vicky2.a8.380.A8A.mzXML.Peak.area,Vicky2-a8-380-A8A.mzXML,isolate,380-A8,TX,Vicky2-a8-380-A8A,branch_u,a,clu6_1,South,78596
Vicky2.a8.380.A8B.mzXML.Peak.area,Vicky2-a8-380-A8B.mzXML,isolate,380-A8,TX,Vicky2-a8-380-A8B,branch_u,b,clu6_1,South,78596
Vicky2.b3.272.A8A.mzXML.Peak.area,Vicky2-b3-272-A8A.mzXML,isolate,272-A8,CA,Vicky2-b3-272-A8A,branch_u,a,clu6_1,West,91351
Vicky2.b3.272.A8B.mzXML.Peak.area,Vicky2-b3-272-A8B.mzXML,isolate,272-A8,CA,Vicky2-b3-272-A8B,branch_u,b,clu6_1,West,91351
Vicky2.b4.268.A8A.mzXML.Peak.area,Vicky2-b4-268-A8A.mzXML,isolate,268-A8,CA,Vicky2-b4-268-A8A,branch_u,a,clu6_1,West,92675
Vicky2.b4.268.A8B.mzXML.Peak.area,Vicky2-b4-268-A8B.mzXML,isolate,268-A8,CA,Vicky2-b4-268-A8B,branch_u,b,clu6_1,West,92675
Vicky2.c10.175.C5A.mzXML.Peak.area,Vicky2-c10-175-C5A.mzXML,isolate,175-C5,PA,Vicky2-c10-175-C5A,branch_u,a,clu6_1,Northeast,17602
Vicky2.c10.175.C5B.mzXML.Peak.area,Vicky2-c10-175-C5B.mzXML,isolate,175-C5,PA,Vicky2-c10-175-C5B,branch_u,b,clu6_1,Northeast,17602
Vicky2.c11.241.F9A.mzXML.Peak.area,Vicky2-c11-241-F9A.mzXML,isolate,241-F9,MN,Vicky2-c11-241-F9A,branch_u,a,clu6_1,East North Central,55417
Vicky2.c11.241.F9B.mzXML.Peak.area,Vicky2-c11-241-F9B.mzXML,isolate,241-F9,MN,Vicky2-c11-241-F9B,branch_u,b,clu6_1,East North Central,55417
Vicky2.c4.186.F11A.mzXML.Peak.area,Vicky2-c4-186-F11A.mzXML,isolate,186-F11,WI,Vicky2-c4-186-F11A,branch_u,a,clu6_1,East North Central,54166
Vicky2.c4.186.F11B.mzXML.Peak.area,Vicky2-c4-186-F11B.mzXML,isolate,186-F11,WI,Vicky2-c4-186-F11B,branch_u,b,clu6_1,East North Central,54166
Vicky2.c5.238.B1A.mzXML.Peak.area,Vicky2-c5-238-B1A.mzXML,isolate,238-B1,CO,Vicky2-c5-238-B1A,branch_u,a,clu6_1,Southwest,80447
Vicky2.c5.238.B1B.mzXML.Peak.area,Vicky2-c5-238-B1B.mzXML,isolate,238-B1,CO,Vicky2-c5-238-B1B,branch_u,b,clu6_1,Southwest,80447
Vicky2.c6.239.H7A.mzXML.Peak.area,Vicky2-c6-239-H7A.mzXML,isolate,239-H7,WA,Vicky2-c6-239-H7A,branch_u,a,clu6_1,Northwest,99353
Vicky2.c6.239.H7B.mzXML.Peak.area,Vicky2-c6-239-H7B.mzXML,isolate,239-H7,WA,Vicky2-c6-239-H7B,branch_u,b,clu6_1,Northwest,99353
Vicky2.c8.245.E10A.mzXML.Peak.area,Vicky2-c8-245-E10A.mzXML,isolate,245-E10,PA,Vicky2-c8-245-E10A,branch_u,a,clu6_1,Northeast,18105
Vicky2.c8.245.E10B.mzXML.Peak.area,Vicky2-c8-245-E10B.mzXML,isolate,245-E10,PA,Vicky2-c8-245-E10B,branch_u,b,clu6_1,Northeast,18105
Vicky2.c9.247.G9A.mzXML.Peak.area,Vicky2-c9-247-G9A.mzXML,isolate,247-G9,UT,Vicky2-c9-247-G9A,branch_u,a,clu6_1,Southwest,84601
Vicky2.c9.247.G9B.mzXML.Peak.area,Vicky2-c9-247-G9B.mzXML,isolate,247-G9,UT,Vicky2-c9-247-G9B,branch_u,b,clu6_1,Southwest,84601
Vicky2.d1.258.B8A.mzXML.Peak.area,Vicky2-d1-258-B8A.mzXML,isolate,258-B8,AL,Vicky2-d1-258-B8A,branch_u,a,clu6_1,Southeast,35216
Vicky2.d1.258.B8B.mzXML.Peak.area,Vicky2-d1-258-B8B.mzXML,isolate,258-B8,AL,Vicky2-d1-258-B8B,branch_u,b,clu6_1,Southeast,35216
Vicky2.d12.374.F7A.mzXML.Peak.area,Vicky2-d12-374-F7A.mzXML,isolate,374-F7,ND,Vicky2-d12-374-F7A,branch_u,a,clu6_1,Southeast,58040
Vicky2.d12.374.F7B.mzXML.Peak.area,Vicky2-d12-374-F7B.mzXML,isolate,374-F7,ND,Vicky2-d12-374-F7B,branch_u,b,clu6_1,Southeast,58040
Vicky2.d2.244.G12A.mzXML.Peak.area,Vicky2-d2-244-G12A.mzXML,isolate,244-G12,MI,Vicky2-d2-244-G12A,branch_u,a,clu6_1,East North Central,49802
Vicky2.d2.244.G12B.mzXML.Peak.area,Vicky2-d2-244-G12B.mzXML,isolate,244-G12,MI,Vicky2-d2-244-G12B,branch_u,b,clu6_1,East North Central,49802
Vicky2.d6.355.C2A.mzXML.Peak.area,Vicky2-d6-355-C2A.mzXML,isolate,355-C2,UT,Vicky2-d6-355-C2A,branch_u,a,clu6_1,Southwest,84321
Vicky2.d6.355.C2B.mzXML.Peak.area,Vicky2-d6-355-C2B.mzXML,isolate,355-C2,UT,Vicky2-d6-355-C2B,branch_u,b,clu6_1,Southwest,84321
Vicky2.e6.365.D9A.mzXML.Peak.area,Vicky2-e6-365-D9A.mzXML,isolate,365-D9,MO,Vicky2-e6-365-D9A,branch_u,a,clu6_1,Central,64015
Vicky2.e6.365.D9B.mzXML.Peak.area,Vicky2-e6-365-D9B.mzXML,isolate,365-D9,MO,Vicky2-e6-365-D9B,branch_u,b,clu6_1,Central,64015
Vicky2.e7.361.E4A.mzXML.Peak.area,Vicky2-e7-361-E4A.mzXML,isolate,361-E4,MO,Vicky2-e7-361-E4A,branch_u,a,clu6_2,Central,64064
Vicky2.e7.361.E4B.mzXML.Peak.area,Vicky2-e7-361-E4B.mzXML,isolate,361-E4,MO,Vicky2-e7-361-E4B,branch_u,b,clu6_2,Central,64064
Vicky2.f4.360.C1A.mzXML.Peak.area,Vicky2-f4-360-C1A.mzXML,isolate,360-C1,CO,Vicky2-f4-360-C1A,branch_u,a,clu6_1,Southwest,80911
Vicky2.f4.360.C1B.mzXML.Peak.area,Vicky2-f4-360-C1B.mzXML,isolate,360-C1,CO,Vicky2-f4-360-C1B,branch_u,b,clu6_1,Southwest,80911
Vicky2.g10.267.G2A.mzXML.Peak.area,Vicky2-g10-267-G2A.mzXML,isolate,267-G2,CA,Vicky2-g10-267-G2A,branch_u,a,clu6_1,West,92694
Vicky2.g10.267.G2B.mzXML.Peak.area,Vicky2-g10-267-G2B.mzXML,isolate,267-G2,CA,Vicky2-g10-267-G2B,branch_u,b,clu6_1,West,92694
Vicky2.g3.269.B4A.mzXML.Peak.area,Vicky2-g3-269-B4A.mzXML,isolate,269-B4,WY,Vicky2-g3-269-B4A,branch_u,a,clu6_1,West North Central,82434
Vicky2.g3.269.B4B.mzXML.Peak.area,Vicky2-g3-269-B4B.mzXML,isolate,269-B4,WY,Vicky2-g3-269-B4B,branch_u,b,clu6_1,West North Central,82434
Vicky2.h2.339.A11A.mzXML.Peak.area,Vicky2-h2-339-A11A.mzXML,isolate,339-A11,AZ,Vicky2-h2-339-A11A,branch_u,b,clu6_1,Southwest,85006
Vicky2.h2.339.A11B.mzXML.Peak.area,Vicky2-h2-339-A11B.mzXML,isolate,339-A11,AZ,Vicky2-h2-339-A11B,branch_u,a,clu6_1,Southwest,85006
Vicky2.h3.359.B9A.mzXML.Peak.area,Vicky2-h3-359-B9A.mzXML,isolate,359-B9,CA,Vicky2-h3-359-B9A,branch_u,b,clu6_1,West,93065
Vicky2.h3.359.B9B.mzXML.Peak.area,Vicky2-h3-359-B9B.mzXML,isolate,359-B9,CA,Vicky2-h3-359-B9B,branch_u,a,clu6_1,West,93065
Vicky2.h5.359.A7A.mzXML.Peak.area,Vicky2-h5-359-A7A.mzXML,isolate,359-A7,CA,Vicky2-h5-359-A7A,branch_u,b,clu6_1,West,93065
Vicky2.h5.359.A7B.mzXML.Peak.area,Vicky2-h5-359-A7B.mzXML,isolate,359-A7,CA,Vicky2-h5-359-A7B,branch_u,a,clu6_1,West,93065
Vicky3.a1.308.G8A.mzXML.Peak.area,Vicky3-a1-308-G8A.mzXML,isolate,308-G8,CA,Vicky3-a1-308-G8A,branch_u,a,clu6_1,West,95673
Vicky3.a1.308.G8B.mzXML.Peak.area,Vicky3-a1-308-G8B.mzXML,isolate,308-G8,CA,Vicky3-a1-308-G8B,branch_u,b,clu6_2,West,95673
Vicky3.a10.153.E12A.mzXML.Peak.area,Vicky3-a10-153-E12A.mzXML,isolate,153-E12,CA,Vicky3-a10-153-E12A,branch_u,a,clu6_2,West,95123
Vicky3.a10.153.E12B.mzXML.Peak.area,Vicky3-a10-153-E12B.mzXML,isolate,153-E12,CA,Vicky3-a10-153-E12B,branch_u,b,clu6_2,West,95123
Vicky3.a3.331.B9A.mzXML.Peak.area,Vicky3-a3-331-B9A.mzXML,isolate,331-B9,FL,Vicky3-a3-331-B9A,branch_u,a,clu6_2,Southeast,32578
Vicky3.a3.331.B9B.mzXML.Peak.area,Vicky3-a3-331-B9B.mzXML,isolate,331-B9,FL,Vicky3-a3-331-B9B,branch_u,b,clu6_2,Southeast,32578
Vicky3.a5.356.G10A.mzXML.Peak.area,Vicky3-a5-356-G10A.mzXML,isolate,356-G10,IL,Vicky3-a5-356-G10A,branch_u,a,clu6_2,Central,62269
Vicky3.a5.356.G10B.mzXML.Peak.area,Vicky3-a5-356-G10B.mzXML,isolate,356-G10,IL,Vicky3-a5-356-G10B,branch_u,b,clu6_1,Central,62269
Vicky3.a6.359.D5A.mzXML.Peak.area,Vicky3-a6-359-D5A.mzXML,isolate,359-D5,CA,Vicky3-a6-359-D5A,branch_u,a,clu6_1,West,93065
Vicky3.a6.359.D5B.mzXML.Peak.area,Vicky3-a6-359-D5B.mzXML,isolate,359-D5,CA,Vicky3-a6-359-D5B,branch_u,b,clu6_1,West,93065
Vicky3.a7.340.B7A.mzXML.Peak.area,Vicky3-a7-340-B7A.mzXML,isolate,340-B7,AZ,Vicky3-a7-340-B7A,branch_u,a,clu6_1,Southwest,85006
Vicky3.a7.340.B7B.mzXML.Peak.area,Vicky3-a7-340-B7B.mzXML,isolate,340-B7,AZ,Vicky3-a7-340-B7B,branch_u,b,clu6_1,Southwest,85006
Vicky3.a8.239.H8A.mzXML.Peak.area,Vicky3-a8-239-H8A.mzXML,isolate,239-H8,WA,Vicky3-a8-239-H8A,branch_u,a,clu6_1,Northwest,99353
Vicky3.a8.239.H8B.mzXML.Peak.area,Vicky3-a8-239-H8B.mzXML,isolate,239-H8,WA,Vicky3-a8-239-H8B,branch_u,b,clu6_1,Northwest,99353
Vicky3.b10.154.A4A.mzXML.Peak.area,Vicky3-b10-154-A4A.mzXML,isolate,154-A4,OK,Vicky3-b10-154-A4A,branch_u,a,clu6_1,South,74873
Vicky3.b10.154.A4B.mzXML.Peak.area,Vicky3-b10-154-A4B.mzXML,isolate,154-A4,OK,Vicky3-b10-154-A4B,branch_u,b,clu6_1,South,74873
Vicky3.b11.201.B8A.mzXML.Peak.area,Vicky3-b11-201-B8A.mzXML,isolate,201-B8,CA,Vicky3-b11-201-B8A,branch_u,a,clu6_2,West,92887
Vicky3.b11.201.B8B.mzXML.Peak.area,Vicky3-b11-201-B8B.mzXML,isolate,201-B8,CA,Vicky3-b11-201-B8B,branch_u,b,clu6_1,West,92887
Vicky3.b5.359.A3A.mzXML.Peak.area,Vicky3-b5-359-A3A.mzXML,isolate,359-A3,CA,Vicky3-b5-359-A3A,branch_u,a,clu6_1,West,93065
Vicky3.b5.359.A3B.mzXML.Peak.area,Vicky3-b5-359-A3B.mzXML,isolate,359-A3,CA,Vicky3-b5-359-A3B,branch_u,b,clu6_1,West,93065
Vicky3.b8.175.A7A.mzXML.Peak.area,Vicky3-b8-175-A7A.mzXML,isolate,175-A7,VA,Vicky3-b8-175-A7A,branch_u,a,clu6_1,Southeast,22567
Vicky3.b8.175.A7B.mzXML.Peak.area,Vicky3-b8-175-A7B.mzXML,isolate,175-A7,VA,Vicky3-b8-175-A7B,branch_u,b,clu6_1,Southeast,22567
Vicky3.c1.280.B9A.mzXML.Peak.area,Vicky3-c1-280-B9A.mzXML,isolate,280-B9,CA,Vicky3-c1-280-B9A,branch_u,a,clu6_1,West,95125
Vicky3.c1.280.B9B.mzXML.Peak.area,Vicky3-c1-280-B9B.mzXML,isolate,280-B9,CA,Vicky3-c1-280-B9B,branch_u,b,clu6_1,West,95125